index,temperature,rainfall,humidity
7752,82.57,58.78,22.21
7753,15.38,114.94,83.22
7754,51.04,83.11,93.63
7755,29.66,23.55,27.95
7756,89.81,66.06,11.0
7757,31.44,144.97,39.79
7758,105.81,122.4,12.74
7759,107.02,23.96,84.52
7760,23.57,32.66,54.24
7761,73.66,128.15,67.77
7762,10.53,162.68,47.03
7763,46.98,69.89,41.1
7764,85.6,119.06,30.0
7765,79.13,34.13,79.35
7766,74.96,62.28,72.6
7767,33.9,4.05,42.47
7768,45.36,153.66,38.9
7769,12.35,80.2,10.11
7770,86.28,163.23,15.72
7771,60.47,141.67,66.09
7772,85.05,165.75,56.31
7773,29.87,57.13,49.13
7774,38.93,37.02,84.48
7775,40.11,194.38,55.35
7776,3.09,143.47,44.6
7777,40.93,166.81,24.51
7778,96.4,2.63,83.86
7779,107.68,70.89,61.86
7780,62.19,148.56,18.32
7781,54.66,15.6,68.4
7782,3.7,113.47,48.26
7783,105.5,85.81,83.02
7784,1.56,3.52,92.7
7785,113.37,47.2,64.04
7786,58.71,56.96,75.85
7787,41.03,22.37,15.09
7788,110.91,126.31,60.42
7789,2.93,48.48,77.98
7790,69.77,55.52,54.71
7791,65.87,179.65,63.42
7792,26.32,93.42,90.91
7793,51.47,78.43,27.83
7794,78.27,144.77,18.84
7795,87.26,181.92,72.16
7796,0.09,5.01,84.06
7797,112.42,89.65,86.54
7798,19.74,122.16,67.75
7799,28.03,63.71,84.99
7800,31.62,154.48,73.06
7801,4.54,194.3,17.86
7802,14.77,188.69,78.58
7803,118.36,53.2,26.14
7804,37.83,45.27,31.29
7805,13.84,191.5,45.52
7806,12.84,91.73,38.31
7807,86.34,41.66,38.95
7808,102.55,141.4,25.23
7809,30.83,56.88,36.45
7810,2.51,53.45,11.77
7811,26.77,175.85,52.56
7812,6.78,32.5,79.17
7813,12.41,12.88,87.6
7814,51.78,53.84,83.84
7815,27.59,121.39,47.48
7816,61.91,24.62,75.74
7817,30.42,94.32,35.91
7818,112.86,125.47,15.0
7819,108.71,169.75,70.84
7820,68.02,45.97,68.39
7821,42.53,163.47,82.15
7822,45.74,46.98,65.45
7823,49.42,135.35,24.12
7824,87.31,86.13,86.78
7825,54.2,22.94,66.45
7826,102.81,142.85,82.68
7827,113.29,43.55,79.67
7828,40.31,35.32,36.81
7829,67.28,71.66,16.71
7830,11.41,130.66,25.89
7831,24.06,46.8,18.36
7832,49.62,36.73,31.91
7833,24.74,1.99,51.36
7834,105.19,94.33,91.61
7835,18.99,85.73,88.48
7836,54.68,46.77,74.67
7837,72.68,10.73,12.17
7838,83.02,85.85,40.73
7839,45.97,157.64,71.41
7840,104.29,143.06,21.61
7841,68.2,172.16,82.1
7842,52.74,1.92,92.31
7843,8.07,193.28,41.87
7844,55.76,68.28,73.53
7845,98.49,198.08,23.34
7846,73.74,50.52,72.17
7847,99.86,94.31,11.93
7848,59.28,70.79,23.57
7849,14.22,71.15,73.89
7850,1.64,168.46,74.07
7851,36.39,149.28,67.7
7852,83.76,198.43,52.96
7853,94.83,122.7,70.74
7854,35.49,92.65,79.64
7855,59.48,18.01,96.98
7856,50.53,199.31,89.98
7857,49.26,110.31,81.51
7858,27.76,140.1,72.53
7859,16.36,81.35,61.67
7860,23.6,109.54,20.85
7861,6.64,188.52,24.9
7862,23.78,33.28,83.83
7863,1.1,58.47,82.3
7864,75.27,30.41,65.3
7865,37.97,158.44,49.5
7866,116.78,12.41,12.34
7867,23.25,16.33,39.45
7868,41.5,59.7,47.86
7869,42.94,102.84,53.72
7870,1.01,81.25,93.64
7871,100.7,8.96,19.78
7872,3.84,191.5,56.7
7873,112.82,190.57,43.11
7874,107.05,55.87,99.11
7875,64.26,146.31,87.57
7876,65.23,115.72,49.49
7877,78.45,47.5,99.97
7878,46.45,52.43,56.27
7879,77.67,98.23,25.04
7880,5.37,83.85,60.03
7881,6.49,58.25,30.36
7882,54.87,161.5,67.27
7883,65.95,96.29,94.37
7884,106.54,130.97,80.76
7885,12.56,37.85,34.58
7886,98.72,106.7,36.72
7887,25.21,63.6,16.24
7888,47.29,105.28,35.73
7889,37.99,156.17,18.34
7890,48.02,153.78,54.95
7891,18.06,70.84,73.75
7892,60.43,138.86,77.61
7893,96.2,188.26,15.36
7894,52.98,125.13,40.6
7895,58.87,29.68,35.94
7896,101.85,135.94,19.39
7897,84.73,20.98,42.62
7898,58.85,174.42,36.94
7899,30.92,103.33,67.1
7900,106.19,77.03,89.5
7901,69.24,11.4,50.94
7902,26.54,76.16,77.2
7903,32.29,180.64,23.14
7904,96.38,4.2,90.55
7905,5.3,94.93,23.73
7906,119.05,186.23,27.29
7907,15.64,78.97,19.58
7908,95.53,85.64,37.87
7909,47.37,115.71,59.72
7910,59.07,92.59,98.92
7911,105.68,33.72,81.4
7912,49.55,3.71,44.24
7913,64.5,121.96,61.83
7914,5.92,184.16,66.1
7915,0.28,21.27,84.05
7916,29.38,42.19,76.28
7917,81.67,74.05,61.24
7918,14.55,161.75,70.23
7919,13.65,53.85,77.13
7920,49.32,176.41,21.98
7921,77.74,10.99,28.04
7922,85.45,188.19,71.97
7923,21.41,112.15,86.54
7924,9.55,131.76,46.83
7925,112.85,73.54,98.19
7926,31.28,156.4,29.45
7927,102.4,33.31,47.5
7928,103.62,9.78,44.07
7929,92.7,79.1,93.73
7930,20.26,170.74,35.68
7931,98.62,150.99,52.37
7932,92.31,103.43,26.85
7933,71.61,114.43,56.91
7934,40.46,25.98,87.17
7935,31.5,168.14,37.36
7936,14.63,157.39,82.97
7937,61.17,131.29,92.02
7938,70.23,93.24,16.57
7939,43.12,192.89,78.08
7940,57.04,175.81,32.98
7941,43.62,128.89,25.78
7942,76.92,74.36,64.1
7943,108.15,123.6,73.5
7944,19.67,115.09,45.53
7945,45.77,78.85,13.53
7946,16.9,61.33,91.78
7947,74.99,81.4,75.77
7948,87.46,114.78,34.45
7949,111.83,85.63,54.72
7950,33.46,52.71,12.5
7951,114.03,152.19,40.54
7952,7.59,106.29,57.03
7953,72.36,13.54,56.55
7954,6.86,73.66,28.74
7955,107.25,176.98,79.91
7956,63.58,151.05,36.9
7957,80.32,64.65,62.24
7958,99.79,187.64,34.44
7959,18.04,15.32,48.27
7960,4.63,192.25,28.68
7961,105.47,49.14,66.97
7962,37.79,1.82,48.3
7963,15.48,86.76,11.45
7964,56.22,71.79,12.53
7965,71.8,107.82,52.4
7966,3.72,159.35,26.49
7967,32.99,168.49,62.65
7968,3.94,80.25,46.74
7969,50.44,85.97,68.9
7970,107.41,29.64,95.72
7971,117.92,9.51,57.59
7972,76.45,128.24,80.86
7973,19.4,12.89,77.77
7974,108.7,146.77,92.96
7975,61.95,107.82,29.26
7976,18.45,39.72,84.46
7977,110.61,107.9,91.5
7978,90.9,36.6,45.35
7979,87.8,87.75,38.24
7980,85.1,159.91,95.68
7981,24.04,92.38,66.49
7982,25.32,29.74,44.26
7983,82.6,144.77,81.26
7984,26.37,37.35,37.4
7985,52.64,147.71,25.88
7986,93.84,95.87,58.96
7987,94.07,90.75,60.96
7988,54.39,170.29,84.32
7989,95.06,141.72,51.13
7990,100.63,6.58,83.31
7991,78.57,59.23,38.02
7992,27.41,174.18,61.78
7993,32.88,3.67,28.76
7994,37.78,109.05,44.69
7995,14.02,145.57,87.18
7996,32.78,124.37,29.44
7997,25.14,152.11,82.92
7998,54.64,145.14,35.46
7999,109.01,138.41,13.1
8000,12.54,164.31,19.89
8001,86.43,129.14,77.13
8002,82.47,80.48,33.59
8003,11.49,94.38,68.87
8004,110.71,143.34,72.93
8005,68.22,175.26,41.06
8006,43.65,54.44,52.74
8007,90.78,68.42,46.34
8008,30.88,186.15,95.26
8009,83.22,115.7,38.8
8010,4.77,35.79,26.5
8011,100.73,132.74,42.9
8012,53.78,198.15,70.26
8013,76.4,164.69,72.76
8014,26.55,149.15,93.17
8015,81.25,41.61,89.36
8016,92.67,175.23,35.95
8017,56.79,105.16,50.96
8018,74.13,177.86,77.25
8019,54.76,65.97,92.49
8020,107.29,12.41,40.34
8021,59.74,95.2,50.0
8022,101.02,53.97,90.95
8023,96.16,143.05,42.26
8024,49.26,191.42,53.25
8025,27.61,138.19,91.41
8026,48.73,177.39,82.2
8027,99.15,90.6,31.91
8028,27.32,154.33,39.23
8029,62.93,168.61,41.77
8030,96.73,142.18,92.15
8031,42.42,101.56,99.9
8032,77.07,125.17,79.66
8033,29.48,140.1,53.59
8034,13.11,50.62,10.92
8035,95.33,161.92,72.77
8036,11.88,190.06,45.04
8037,32.57,93.05,66.97
8038,102.61,140.21,64.6
8039,41.58,147.41,53.27
8040,116.77,132.45,94.99
8041,117.57,109.42,12.08
8042,32.19,176.33,74.09
8043,4.92,89.79,46.89
8044,84.61,12.22,74.24
8045,54.12,168.91,70.77
8046,12.09,134.8,10.92
8047,84.9,169.85,35.68
8048,3.74,27.71,27.02
8049,104.42,6.15,25.03
8050,16.64,186.87,75.56
8051,15.28,29.55,31.56
8052,21.08,161.93,52.73
8053,115.23,164.64,32.23
8054,83.18,141.74,62.22
8055,96.16,26.25,74.85
8056,47.72,133.48,39.8
8057,40.36,177.82,64.27
8058,28.14,85.11,84.24
8059,57.68,82.7,18.48
8060,66.22,88.57,73.96
8061,75.81,16.45,39.08
8062,30.85,178.41,21.04
8063,113.84,173.84,59.11
8064,20.37,199.58,30.36
8065,115.88,117.04,83.92
8066,1.78,150.24,13.86
8067,57.74,40.53,18.88
8068,40.0,133.51,56.89
8069,53.89,129.95,63.0
8070,68.48,180.24,75.69
8071,52.27,166.16,33.33
8072,49.78,187.69,85.76
8073,87.93,173.77,95.78
8074,82.31,173.74,54.91
8075,99.99,12.74,78.45
8076,30.0,169.19,57.24
8077,73.14,121.5,16.25
8078,70.22,76.09,39.35
8079,44.37,11.3,17.87
8080,58.33,135.53,99.0
8081,37.65,65.64,30.61
8082,17.02,93.56,67.23
8083,25.66,136.35,35.59
8084,12.66,182.35,68.79
8085,81.97,165.09,28.94
8086,79.29,90.12,80.67
8087,114.07,77.56,19.97
8088,87.56,47.96,90.56
8089,6.25,74.49,85.64
8090,106.11,22.21,71.09
8091,103.52,194.22,16.07
8092,53.2,114.78,28.77
8093,70.3,25.56,87.34
8094,117.13,70.56,20.98
8095,63.88,109.41,24.03
8096,108.64,106.58,58.96
8097,9.96,7.1,34.68
8098,22.93,190.17,29.99
8099,52.89,55.08,61.82
8100,70.17,3.24,43.53
8101,97.95,15.29,22.65
8102,118.59,116.04,58.14
8103,46.66,27.56,44.83
8104,5.69,8.34,76.11
8105,96.14,75.93,19.25
8106,72.53,124.55,65.86
8107,23.83,22.37,49.28
8108,59.38,62.67,46.55
8109,89.08,83.55,30.91
8110,92.45,31.89,12.74
8111,59.95,101.21,86.29
8112,36.63,17.04,39.38
8113,116.85,9.3,71.3
8114,79.6,103.97,95.28
8115,48.99,49.58,60.85
8116,33.66,19.07,45.74
8117,87.73,84.78,34.14
8118,29.06,183.03,94.06
8119,20.61,144.84,71.39
8120,63.58,163.12,69.88
8121,34.8,174.38,48.35
8122,75.47,194.53,86.05
8123,14.15,152.65,74.23
8124,78.59,121.68,35.49
8125,34.0,73.09,63.96
8126,0.03,36.33,48.72
8127,15.23,137.33,10.59
8128,112.03,198.99,82.69
8129,104.08,93.47,21.05
8130,28.03,144.74,55.9
8131,93.4,99.02,40.26
8132,73.03,86.39,40.79
8133,116.51,82.06,52.96
8134,44.83,100.92,99.73
8135,81.78,73.38,46.75
8136,7.62,149.75,26.41
8137,47.55,174.85,65.22
8138,115.66,176.58,31.27
8139,64.68,45.54,19.5
8140,34.55,179.18,14.52
8141,14.43,68.31,12.06
8142,84.42,61.86,48.8
8143,77.38,145.35,48.41
8144,44.87,60.94,26.7
8145,114.11,10.59,80.56
8146,2.66,74.72,21.63
8147,36.45,144.29,92.38
8148,110.53,65.39,62.88
8149,38.51,125.91,12.49
8150,30.27,132.02,96.67
8151,64.11,146.75,37.71
8152,98.86,179.43,50.5
8153,12.38,86.51,35.58
8154,113.16,33.29,75.56
8155,95.41,63.79,53.71
8156,21.75,86.43,21.91
8157,85.44,142.78,19.38
8158,46.2,2.62,75.28
8159,48.28,63.16,31.34
8160,93.99,155.97,22.4
8161,115.53,134.17,54.95
8162,15.2,146.35,82.25
8163,50.48,162.36,35.09
8164,57.71,156.65,34.88
8165,45.16,136.44,85.05
8166,43.58,87.93,23.31
8167,6.27,196.72,65.51
8168,82.26,113.81,95.95
8169,52.35,40.55,85.72
8170,23.38,58.56,15.56
8171,97.92,138.71,38.79
8172,96.31,184.95,22.81
8173,58.37,35.74,95.43
8174,35.81,16.47,98.73
8175,76.57,176.31,31.15
8176,34.58,183.06,70.27
8177,28.32,55.28,85.75
8178,87.66,75.46,31.03
8179,4.84,132.04,26.89
8180,11.37,65.99,11.01
8181,0.81,175.43,47.08
8182,18.35,21.52,90.95
8183,8.28,7.6,91.27
8184,119.5,41.7,21.5
8185,34.66,57.22,28.39
8186,17.91,22.59,46.72
8187,28.92,13.14,80.26
8188,112.34,151.12,65.07
8189,62.42,32.86,56.25
8190,43.78,182.78,63.27
8191,104.81,73.6,18.66
8192,47.4,134.12,52.99
8193,40.2,45.08,99.29
8194,24.87,48.06,17.96
8195,45.34,114.94,56.73
8196,38.0,112.13,36.61
8197,81.28,153.75,58.59
8198,34.75,151.56,61.64
8199,69.26,134.14,61.97
8200,7.91,89.83,86.7
8201,22.95,178.13,45.08
8202,48.89,124.52,56.47
8203,112.43,198.04,10.98
8204,45.27,163.87,81.06
8205,79.69,8.86,33.35
8206,30.61,64.12,83.49
8207,15.24,114.38,33.91
8208,7.02,144.29,10.97
8209,36.65,110.07,23.93
8210,18.92,157.23,98.71
8211,20.88,56.53,38.78
8212,91.29,36.78,19.79
8213,1.9,10.78,20.69
8214,66.94,114.66,37.93
8215,45.54,137.72,13.39
8216,60.79,65.23,56.03
8217,67.54,122.72,29.24
8218,37.6,10.43,56.74
8219,35.41,19.86,22.67
8220,88.01,140.35,48.69
8221,104.55,73.61,63.81
8222,23.11,134.27,15.58
8223,11.71,166.34,45.89
8224,107.74,170.52,37.23
8225,41.99,34.43,31.63
8226,66.16,97.26,64.41
8227,43.15,146.79,62.97
8228,15.1,154.8,66.76
8229,70.72,156.94,24.3
8230,63.02,45.63,35.71
8231,24.36,38.51,28.87
8232,54.22,118.0,58.65
8233,95.63,148.22,51.5
8234,70.85,63.83,39.73
8235,11.63,20.94,80.74
8236,65.76,143.35,18.46
8237,84.33,59.94,97.74
8238,95.12,33.27,20.49
8239,75.49,29.54,79.58
8240,18.32,62.98,43.14
8241,85.22,118.54,87.87
8242,81.28,71.68,16.68
8243,2.93,4.13,43.72
8244,49.41,19.38,40.19
8245,39.95,58.1,99.38
8246,80.33,131.94,98.7
8247,25.94,19.7,27.08
8248,70.9,112.13,66.7
8249,109.58,23.98,58.2
8250,95.74,42.32,23.89
8251,110.57,34.44,25.1
8252,117.42,13.45,99.03
8253,1.28,134.27,50.75
8254,74.73,92.68,21.32
8255,49.54,166.21,29.33
8256,103.18,19.78,34.15
8257,30.22,28.95,55.98
8258,117.72,61.29,40.2
8259,73.64,153.17,50.95
8260,95.22,61.15,24.98
8261,10.27,81.68,39.41
8262,22.01,60.32,16.33
8263,91.01,16.04,90.07
8264,2.64,187.89,27.89
8265,98.03,109.71,78.12
8266,1.67,157.57,41.46
8267,78.85,131.67,52.7
8268,43.81,102.85,36.21
8269,73.38,17.94,72.68
8270,83.52,128.55,86.01
8271,41.1,31.07,35.76
8272,12.96,82.88,31.8
8273,8.36,125.82,71.33
8274,70.67,156.45,27.56
8275,62.48,137.01,67.59
8276,89.06,134.31,18.5
8277,61.17,29.81,65.81
8278,50.69,69.23,56.21
8279,47.77,8.58,20.25
8280,3.17,143.9,68.42
8281,40.27,190.52,50.19
8282,117.12,52.82,29.54
8283,104.83,17.54,41.8
8284,39.53,95.11,54.29
8285,70.54,171.34,18.24
8286,101.68,110.39,96.18
8287,52.95,9.36,69.9
8288,2.15,194.85,19.23
8289,8.94,165.73,84.06
8290,61.25,26.32,39.03
8291,116.33,184.36,63.71
8292,83.19,90.14,34.94
8293,8.51,74.38,76.01
8294,22.72,92.21,75.07
8295,92.56,166.91,59.68
8296,100.97,131.9,31.68
8297,74.12,11.85,32.83
8298,77.33,191.52,44.46
8299,3.4,29.56,23.05
8300,99.42,149.11,40.39
8301,94.59,127.23,71.59
8302,31.08,37.51,84.78
8303,85.04,34.15,39.93
8304,25.78,174.07,31.02
8305,4.84,83.94,84.94
8306,24.14,130.92,90.16
8307,21.44,100.81,46.9
8308,40.53,145.47,12.42
8309,50.21,95.85,72.55
8310,61.02,57.48,80.56
8311,57.21,72.68,11.62
8312,32.48,171.82,63.55
8313,3.5,93.61,62.95
8314,72.61,42.69,44.08
8315,47.49,186.92,77.48
8316,35.84,159.32,48.54
8317,104.03,11.13,70.91
8318,89.61,199.79,56.54
8319,102.93,138.99,32.36
8320,59.4,32.05,64.59
8321,15.71,47.43,76.32
8322,83.55,138.49,97.65
8323,24.73,155.95,44.21
8324,52.95,47.81,15.8
8325,7.8,51.39,98.92
8326,99.04,61.42,66.14
8327,15.11,119.6,95.18
8328,108.37,34.36,19.34
8329,103.71,20.85,40.78
8330,55.75,135.77,22.05
8331,89.32,155.82,85.2
8332,74.33,100.19,89.23
8333,96.37,72.77,55.12
8334,51.82,86.41,26.79
8335,94.3,77.68,21.44
8336,55.49,192.0,62.93
8337,112.92,153.62,55.57
8338,58.36,41.62,72.53
8339,55.51,76.84,37.47
8340,94.21,108.8,46.21
8341,98.59,122.6,11.92
8342,66.54,93.64,64.91
8343,21.58,162.03,48.08
8344,56.13,153.52,92.78
8345,116.17,101.03,67.76
8346,90.36,170.89,45.88
8347,97.34,150.22,33.72
8348,3.94,155.72,91.48
8349,56.14,191.28,11.46
8350,77.59,53.29,39.42
8351,99.6,53.53,94.92
8352,5.91,177.79,68.86
8353,102.29,154.45,57.94
8354,65.81,185.31,28.32
8355,23.68,12.63,85.0
8356,38.07,125.55,28.38
8357,33.83,28.93,32.34
8358,63.7,100.78,27.27
8359,6.2,31.15,24.23
8360,19.02,25.62,95.8
8361,97.52,2.43,64.18
8362,15.91,126.05,67.41
8363,28.01,71.8,95.89
8364,54.4,21.04,30.75
8365,62.05,64.57,10.53
8366,91.63,33.79,63.9
8367,53.68,188.34,55.71
8368,94.78,64.0,52.99
8369,74.2,66.79,15.57
8370,13.57,167.97,50.9
8371,18.76,129.55,35.88
8372,52.44,142.03,34.71
8373,47.63,127.2,30.01
8374,89.23,189.24,39.93
8375,69.69,41.4,41.78
8376,46.58,197.81,37.79
8377,20.49,166.19,98.09
8378,27.22,117.79,93.95
8379,69.06,132.47,61.71
8380,50.81,129.77,98.29
8381,61.79,11.68,99.21
8382,20.48,43.6,42.03
8383,79.55,192.29,50.07
8384,102.3,106.87,96.32
8385,30.95,75.67,64.78
8386,58.98,152.41,29.16
8387,117.06,104.9,72.04
8388,39.99,2.63,28.52
8389,71.41,147.25,40.54
8390,10.82,146.44,30.48
8391,72.72,33.03,32.05
8392,10.76,191.33,10.42
8393,115.11,44.78,89.26
8394,85.88,91.55,36.64
8395,94.58,22.95,17.77
8396,84.49,120.66,17.83
8397,70.77,75.09,60.04
8398,53.99,70.63,99.36
8399,103.0,165.4,23.05
8400,114.82,1.91,18.97
8401,59.88,159.59,49.45
8402,111.78,114.29,60.7
8403,70.0,197.22,36.49
8404,64.61,117.89,37.23
8405,54.54,11.08,48.2
8406,25.11,10.13,38.27
8407,0.45,176.63,92.38
8408,28.98,168.24,13.78
8409,61.17,69.18,31.11
8410,45.6,123.61,82.77
8411,53.82,97.92,85.06
8412,117.68,193.43,20.04
8413,42.03,189.99,97.64
8414,54.26,196.77,72.4
8415,16.02,173.29,34.53
8416,5.75,181.91,51.04
8417,93.05,43.46,36.74
8418,68.48,166.2,23.5
8419,91.28,141.77,36.21
8420,17.98,192.56,62.21
8421,68.62,114.25,84.34
8422,30.44,17.03,42.72
8423,27.37,119.48,41.31
8424,1.38,137.32,52.12
8425,15.64,44.06,68.01
8426,37.11,78.82,77.65
8427,14.03,119.7,39.41
8428,118.3,74.82,62.77
8429,37.04,74.99,45.04
8430,15.64,26.62,74.48
8431,23.89,188.15,24.82
8432,70.52,150.1,33.12
8433,7.69,0.25,48.35
8434,103.49,153.12,90.05
8435,115.38,147.96,61.6
8436,29.61,1.95,96.89
8437,54.01,73.92,19.29
8438,2.66,121.35,51.42
8439,76.89,90.55,47.72
8440,49.67,155.6,64.02
8441,32.41,85.09,83.08
8442,24.82,30.77,85.73
8443,78.48,195.28,70.32
8444,49.95,48.41,67.74
8445,21.56,143.54,95.41
8446,82.69,28.63,44.53
8447,67.81,65.8,84.95
8448,103.04,88.41,92.94
8449,14.1,38.45,54.24
8450,94.28,89.99,75.62
8451,80.82,31.43,43.93
8452,13.8,111.8,24.3
8453,83.38,132.74,62.79
8454,52.99,12.49,27.68
8455,113.4,174.23,51.18
8456,16.99,37.03,88.56
8457,77.14,45.07,17.74
8458,45.84,132.27,12.74
8459,114.82,93.75,64.58
8460,39.6,99.88,39.8
8461,115.46,25.63,47.61
8462,108.18,161.15,46.51
8463,32.45,123.41,17.8
8464,96.43,27.08,10.32
8465,119.47,74.8,90.86
8466,30.32,162.08,29.6
8467,52.41,113.67,48.35
8468,62.42,21.73,97.47
8469,35.39,74.56,84.41
8470,1.83,48.54,19.71
8471,26.42,103.49,55.77
8472,33.83,168.67,75.71
8473,53.23,87.25,72.86
8474,20.53,86.67,78.48
8475,104.79,181.07,51.17
8476,84.59,115.24,25.83
8477,10.22,113.24,51.84
8478,78.01,52.38,68.31
8479,78.44,121.54,64.77
8480,114.75,115.18,16.35
8481,0.36,79.37,15.85
8482,29.75,198.14,96.87
8483,111.33,176.38,23.66
8484,111.86,149.92,36.5
8485,86.47,107.47,79.09
8486,91.89,92.41,46.87
8487,10.98,36.98,26.33
8488,61.67,61.15,52.05
8489,27.79,154.79,61.21
8490,21.75,90.75,50.75
8491,97.24,176.45,92.71
8492,16.2,29.58,35.62
8493,56.24,101.67,69.52
8494,112.63,129.39,20.11
8495,22.3,103.37,45.31
8496,117.36,177.85,76.69
8497,119.31,197.91,30.23
8498,66.67,23.17,63.08
8499,20.42,25.99,23.81
8500,37.93,26.06,19.24
8501,50.94,136.24,57.09
8502,37.12,74.54,70.75
8503,33.68,146.66,20.2
8504,116.67,81.09,92.6
8505,18.4,125.52,30.32
8506,88.0,153.97,20.8
8507,0.05,109.64,28.24
8508,71.54,107.9,25.26
8509,109.91,17.65,18.16
8510,34.55,82.16,81.81
8511,22.26,109.16,54.6
8512,78.2,92.4,44.97
8513,85.51,180.16,95.56
8514,82.56,181.31,43.39
8515,38.32,164.38,25.03
8516,30.26,75.06,34.66
8517,114.71,143.46,31.51
8518,110.8,79.06,54.89
8519,54.88,46.52,36.24
8520,101.54,68.58,56.45
8521,54.28,14.19,70.24
8522,50.93,66.36,79.96
8523,18.81,92.15,73.91
8524,51.17,191.1,28.5
8525,64.49,62.68,20.43
8526,2.7,180.49,58.82
8527,53.29,45.77,27.9
8528,93.76,38.19,17.64
8529,81.61,103.8,57.44
8530,76.22,134.5,39.41
8531,109.15,8.87,78.05
8532,2.16,44.21,38.28
8533,66.85,91.14,98.08
8534,94.48,66.2,78.27
8535,64.96,142.52,15.19
8536,38.87,102.23,55.8
8537,16.35,32.07,60.64
8538,106.51,178.89,72.58
8539,56.49,58.58,54.8
8540,105.37,146.23,53.51
8541,70.3,155.98,43.11
8542,80.9,192.63,34.43
8543,96.51,99.7,95.16
8544,79.1,123.17,38.58
8545,47.77,66.98,15.71
8546,61.64,135.64,25.06
8547,96.37,92.68,87.15
8548,44.84,87.53,62.8
8549,46.57,171.09,80.09
8550,11.48,10.03,82.79
8551,109.75,176.39,84.09
8552,10.92,170.41,59.56
8553,77.79,101.27,25.94
8554,49.58,98.04,23.34
8555,48.67,72.36,61.66
8556,81.55,198.83,42.99
8557,8.05,22.23,60.22
8558,71.24,118.04,54.86
8559,92.64,136.34,64.2
8560,99.39,186.87,12.89
8561,20.46,156.04,12.96
8562,107.69,128.77,74.94
8563,78.74,23.36,27.38
8564,105.82,74.75,68.7
8565,58.23,27.77,59.19
8566,65.04,176.24,98.36
8567,110.28,149.92,85.19
8568,107.99,151.51,47.18
8569,53.78,130.45,65.48
8570,32.93,101.41,20.56
8571,47.18,29.99,44.77
8572,46.53,65.94,76.05
8573,34.42,27.38,66.04
8574,32.23,144.98,53.6
8575,103.33,32.05,25.89
8576,8.38,140.42,82.28
8577,81.31,138.45,34.58
8578,20.74,91.86,83.84
8579,41.34,27.05,65.04
8580,7.39,62.96,43.55
8581,32.4,64.02,13.65
8582,92.21,140.08,30.92
8583,106.2,22.75,90.02
8584,26.58,165.81,83.62
8585,55.63,152.2,61.74
8586,56.44,37.26,51.97
8587,104.83,143.83,68.24
8588,91.54,133.7,51.96
8589,61.57,149.62,67.99
8590,80.49,37.79,37.67
8591,101.68,31.52,85.46
8592,1.14,47.3,73.17
8593,48.35,73.17,39.7
8594,108.87,158.73,84.76
8595,88.84,147.58,53.86
8596,65.14,185.09,25.72
8597,63.56,11.73,16.99
8598,41.73,2.31,72.96
8599,62.46,139.83,87.86
8600,78.65,55.86,82.67
8601,50.2,66.82,69.01
8602,85.7,109.36,22.72
8603,103.35,20.48,18.46
8604,18.56,128.54,41.05
8605,54.19,65.03,86.94
8606,48.96,126.54,96.56
8607,82.5,166.8,31.72
8608,29.98,34.22,78.59
8609,76.83,186.17,61.65
8610,105.3,106.14,12.86
8611,50.18,184.59,58.86
8612,109.32,41.55,82.53
8613,119.18,120.91,34.85
8614,12.73,80.78,90.76
8615,27.97,154.84,31.26
8616,114.05,121.18,16.88
8617,115.0,98.9,24.39
8618,11.72,182.6,85.33
8619,1.8,75.42,47.56
8620,19.33,44.0,81.73
8621,119.52,121.62,57.81
8622,21.6,124.81,53.25
8623,60.31,87.82,82.62
8624,101.81,97.32,48.11
8625,2.45,191.91,82.18
8626,72.54,146.54,19.06
8627,33.24,22.12,67.27
8628,103.48,42.43,73.23
8629,34.02,195.12,90.92
8630,82.41,145.29,30.19
8631,80.91,183.01,64.38
8632,26.58,60.77,48.99
8633,4.18,148.37,44.45
8634,49.11,142.8,19.6
8635,34.7,58.94,22.08
8636,97.08,110.16,85.33
8637,96.04,125.48,77.48
8638,54.84,96.23,44.41
8639,72.78,165.44,84.56
8640,72.51,166.57,17.27
8641,99.26,170.12,66.23
8642,51.0,160.68,88.14
8643,33.05,97.62,85.5
8644,31.8,76.29,43.55
8645,64.34,166.28,77.07
8646,53.9,98.04,48.47
8647,52.81,49.27,85.61
8648,10.94,101.47,57.77
8649,86.23,28.37,78.84
8650,25.65,138.33,17.07
8651,23.63,67.18,63.1
8652,49.53,52.13,59.53
8653,27.33,191.3,64.9
8654,70.06,155.38,72.61
8655,44.58,157.41,92.63
8656,53.87,124.74,80.71
8657,64.46,167.83,29.77
8658,24.42,151.83,84.33
8659,18.69,119.75,20.99
8660,105.65,192.22,66.0
8661,52.05,38.32,89.45
8662,49.45,188.68,19.1
8663,4.27,80.29,86.47
8664,59.76,105.68,81.88
8665,66.5,24.55,55.34
8666,67.06,108.02,37.8
8667,84.84,122.24,46.49
8668,21.3,199.54,97.18
8669,30.27,195.04,28.15
8670,97.29,193.28,62.16
8671,113.66,69.68,17.49
8672,16.31,198.25,29.61
8673,59.72,91.1,78.7
8674,25.7,170.37,37.23
8675,7.21,43.26,98.72
8676,39.06,101.17,55.07
8677,17.24,193.2,56.49
8678,85.19,189.41,13.27
8679,64.05,136.75,96.09
8680,17.26,159.56,25.68
8681,1.11,35.29,58.45
8682,96.98,144.33,45.61
8683,21.14,123.61,47.4
